NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
CONDEMNATION,1100,3214,8TH ST,CRIMPREP,CBHCODE ,W ,3214 W 8TH ST,VACANT  ,N,1382851,409540,,B201603735,,EAST PRICE HILL,134,
KEEP THE BUILDING VACANT,1120,3516,8TH ST,ORDERS  ,CBHCODE ,W ,3516 W 8TH ST,VACANT  ,N,1380982,409610,017600190189      ,B201900154,9,EAST PRICE HILL,135,
KEEP THE BUILDING VACANT,1130,3607,8TH ST,ORDERS  ,CBHCODEC,W ,3607 W 8TH ST,VACANT  ,N,1380762,409477,017600200064      ,BC20180049,9,EAST PRICE HILL,136,
KEEP THE BUILDING VACANT,1140,3959,8TH ST,ORDERS  ,CBHCODE ,W ,3959 W 8TH ST,VACANT  ,N,1377784,409852,017900760144      ,B201807084,46,WEST PRICE HILL,137,
CONDEMNATION,1170,4314,8TH ST,HAZARD  ,CBHCODE ,W ,4314 W 8TH ST,VACANT  ,N,1374812,410503,017900790035      ,B201301875,46,WEST PRICE HILL,138,
KEEP THE BUILDING VACANT,1170,4336,8TH ST,CIVIL1  ,CBHCODE ,W ,4336 W 8TH ST,VACANT  ,N,1374500,410727,017900790042      ,B201806951,46,WEST PRICE HILL,139,
KEEP THE BUILDING VACANT ,0080,210,9TH ST,ORDERS  ,CBHCODEC,E ,210 E 9TH ST,VACANT  ,N,1398096,409227,007900020005      ,BC20180774,25,CBD-RIVERFRONT,140,
KEEP THE BUILDING VACANT,1140,822,ACADEMY AV,VSUSPEND,CBHCODE ,  ,822 ACADEMY AV,VACANT  ,N,1378632,410183,017600230001      ,B201902676,46,WEST PRICE HILL,141,
KEEP THE BUILDING VACANT,1140,865,ACADEMY AV,FINLNOTC,CBHCODE ,  ,865 ACADEMY AV,VACANT  ,N,1378513,410708,017900760005      ,B201702134,46,WEST PRICE HILL,142,
KEEP THE BUILDING VACANT,1140,870,ACADEMY AV,ORDERS  ,CBHCODE ,  ,870 ACADEMY AV,VACANT  ,N,1378683,410773,017600230010      ,B201907923,46,WEST PRICE HILL,143,
KEEP THE BUILDING VACANT,1140,1037,ACADEMY AV,CIVIL1  ,CBHCODE ,  ,1037 ACADEMY AV,VACANT  ,N,1378633,411463,017900750007      ,B201702133,46,WEST PRICE HILL,144,
CONDEMNATION,0300,2504,ADDISON ST,ORDERS  ,CBHCODE ,  ,2504 ADDISON ST,VACANT  ,N,1391872,417108,009800050025      ,B201907940,17,FAIRVIEW-CLIFTON HEIGHTS,145,
CONDEMNATION,0300,2504,ADDISON ST,VSUSPEND,CBHCODE ,  ,2504 ADDISON ST,VACANT  ,N,1391872,417108,009800050025      ,B201600474,17,FAIRVIEW-CLIFTON HEIGHTS,146,
KEEP THE BUILDING VACANT,1230,3528,AKRON AV,CIVIL1  ,CBHCODE ,  ,3528 AKRON AV,VACANT  ,N,1375551,401129,015700600021      ,B201808114,49,SEDAMSVILLE-RIVERSIDE,147,
KEEP THE BUILDING VACANT,0850,3571,ALASKA AV,VSUSPEND,CBHCODE ,  ,3571 ALASKA AV,VACANT  ,N,1401504,424333,011300020076      ,B201500787,31,AVONDALE,148,
CONDEMNATION,0850,3577,ALASKA AV,ORDERS  ,CBHCODE ,  ,3577 ALASKA AV,VACANT  ,N,1401518,424431,011300020006      ,B201705412,31,AVONDALE,149,
KEEP THE BUILDING VACANT,0850,3641,ALASKA AV,VSUSPEND,CBHCODE ,  ,3641 ALASKA AV,VACANT  ,N,1401790,425185,011300030021      ,B201801910,31,AVONDALE,150,
KEEP THE BUILDING VACANT,1170,1243,AMANDA PL,CRIMINAL,CBHCODE ,  ,1243 AMANDA PL,VACANT  ,N,1375778,412839,017900770154      ,B201203478,46,WEST PRICE HILL,151,
KEEP THE BUILDING VACANT,0980,1532,AMBROSE AV,ORDERS  ,CBHCODE ,  ,1532 AMBROSE AV,VACANT  ,N,1388750,444045,023300030082      ,B201907996,42,COLLEGE HILL,152,
KEEP THE BUILDING VACANT,1090,2176,AMOR PL,CIVIL2  ,CBHCODE ,  ,2176 AMOR PL,VACANT  ,N,1386726,415513,016900050043      ,B201502019,44,EAST PRICE HILL,153,
CONDEMNATION,1240,39,ANDERSON FERRY RD,ORDERS  ,CBHCODE ,  ,39 ANDERSON FERRY RD,VACANT  ,N,1366159,400047,016000730041      ,B201903839,49,RIVERSIDE-SAYER PARK,154,
KEEP THE BUILDING VACANT,0780,1835,ANDINA AV,CIVIL2  ,CBHCODE ,  ,1835 ANDINA AV,VACANT  ,N,1411982,433839,011900010224      ,B201609284,19,BOND HILL,155,
KEEP THE BUILDING VACANT,1280,3759,ANIOTON CT,CRIMINAL,CBHCODE ,  ,3759 ANIOTON CT,VACANT  ,N,1425448,431533,005100100124      ,B201602562,50,MADISONVILLE,156,
VACATE THE BUILDING,1280,3759,ANIOTON CT,CRIMINAL,CBHCODE ,  ,3759 ANIOTON CT,VACANT  ,N,1425448,431533,005100100124      ,B201602562,50,MADISONVILLE,156,
KEEP THE BUILDING VACANT,0740,8439,ANTHONY WAYNE AV,ORDERS  ,CBHCODE ,  ,8439 ANTHONY WAYNE AV,VACANT  ,N,1412490,449130,024500010067      ,B201903836,21,HARTWELL,157,
CONDEMNATION,0900,1415,APJONES ST,ORDERS  ,CBHCODE ,  ,1415 APJONES ST,VACANT  ,N,1391592,430727,022100200205      ,B201907700,2,NORTHSIDE,158,
KEEP THE BUILDING VACANT,0970,5915,ARGUS RD,VSUSPEND,CBHCODE ,  ,5915 ARGUS RD,VACANT  ,N,1391715,442966,023500030107      ,B201803773,42,COLLEGE HILL,159,
CONDEMNATION,0310,1333,ARLINGTON ST,ORDERS  ,CBHCODEC,  ,1333 ARLINGTON ST,VACANT  ,N,1389962,423641,019000290173      ,BC20170409,1,CAMP WASHINGTON,160,
CONDEMNATION,1040,1911,ARTHUR PL,HAZARD  ,CBHCODE ,  ,1911 ARTHUR PL,VACANT  ,N,1384219,420238,020600060054      ,B201803985,44,N FAIRMONT-ENGLISH WOODS,161,
CONDEMNATION,1040,1919,ARTHUR PL,FINLNOTC,CBHCODE ,  ,1919 ARTHUR PL,VACANT  ,N,1384187,420498,020600060035      ,B201808058,44,N FAIRMONT-ENGLISH WOODS,162,
KEEP THE BUILDING VACANT,1150,1889,ASHBROOK DR,ORDERS  ,CBHCODE ,  ,1889 ASHBROOK DR,VACANT  ,N,1374106,416325,018200050113      ,B201907889,46,WEST PRICE HILL,163,
CONDEMNATION,1150,1922,ASHBROOK DR,ORDERS  ,CBHCODE ,  ,1922 ASHBROOK DR,VACANT  ,N,1373847,416557,018200050104      ,B201904883,46,WEST PRICE HILL,164,
KEEP THE BUILDING VACANT,0450,2625,ASHLAND AV,CIVIL2  ,CBHCODE ,  ,2625 ASHLAND AV,VACANT  ,N,1405985,417032,006600010098      ,B201609146,12,WALNUT HILLS,165,
KEEP THE BUILDING VACANT,0450,2817,ASHLAND AV,ORDERS  ,CBHCODE ,  ,2817 ASHLAND AV,VACANT  ,N,1406240,417773,006100020031      ,B201805885,29,WALNUT HILLS,166,
KEEP THE BUILDING VACANT,0450,2819,ASHLAND AV,ORDERS  ,CBHCODE ,  ,2819 ASHLAND AV,VACANT  ,N,1406250,417820,006100020092      ,B201805884,29,WALNUT HILLS,167,
KEEP THE BUILDING VACANT,0970,1133,ATWOOD AV,PREPROS ,CBHCODE ,  ,1133 ATWOOD AV,VACANT  ,N,1391387,443045,023500030097      ,B201005172,42,COLLEGE HILL,168,
KEEP THE BUILDING VACANT,0200,1903,AUBURN AV,VSUSPEND,CBHCODE ,  ,1903 AUBURN AV,VACANT  ,N,1398497,412883,008700040099      ,B201504333,24,MT AUBURN,169,
HISTORIC -DANGEROUS & UNSAFE,0260,2001,AUBURN AV,ORDERS  ,CBHCODEC,  ,2001 AUBURN AV,VACANT  ,N,1398570,413569,008800080107      ,BC20190698,24,MT AUBURN,170,
CONDEMNATION,0260,2009,AUBURN AV,ORDERS  ,CBHCODEC,  ,2009 AUBURN AV,VACANT  ,N,1398566,413661,008800080110      ,BC20190161,24,MT AUBURN,171,
KEEP THE BUILDING VACANT,0240,2315,AUBURNCREST AV,CIVIL2  ,CBHCODE ,  ,2315 AUBURNCREST AV,VACANT  ,N,1399177,415588,008900010078      ,B201706715,24,MT AUBURN,172,
KEEP THE BUILDING VACANT,0310,1373,AVON PL,ORDERS  ,CBHCODE ,  ,1373 AVON PL,VACANT  ,N,1389646,420901,018800160032      ,B201802498,1,CAMP WASHINGTON,173,
KEEP THE BUILDING VACANT,0310,1373,AVON PL,DUPLICAT,CBHCODE ,  ,1373 AVON PL,VACANT  ,N,1389646,420901,018800160032      ,B201504600,1,CAMP WASHINGTON,174,
CONDEMNATION,1040,1848,BALTIMORE AV,CIVIL1  ,CBHCODEC,  ,1848 BALTIMORE AV,VACANT  ,N,1385137,419882,020100390399      ,BC20170151,3,N FAIRMONT-ENGLISH WOODS,175,
CONDEMNATION,1040,1865,BALTIMORE AV,HAZARD  ,CBHCODE ,  ,1865 BALTIMORE AV,VACANT  ,N,1384828,420009,020100390386      ,B201502089,3,N FAIRMONT-ENGLISH WOODS,176,
CONDEMNATION,1040,1998,BALTIMORE AV,PETITION,CBHCODE ,  ,1998 BALTIMORE AV,VACANT  ,N,1384157,421611,020600030048      ,B201204720,3,N FAIRMONT-ENGLISH WOODS,177,
CONDEMNATION,1060,2087,BALTIMORE AV,HAZARD  ,CBHCODE ,  ,2087 BALTIMORE AV,VACANT  ,N,1383644,423093,020600010084      ,B201808068,8,WESTWOOD,178,
KEEP THE BUILDING VACANT,1040,2088,BALTIMORE AV,ORDERS  ,CBHCODE ,  ,2088 BALTIMORE AV,VACANT  ,N,1383789,423086,020600010067      ,B201808090,8,N FAIRMONT-ENGLISH WOODS,179,
KEEP THE BUILDING VACANT,0920,2262,BALTIMORE AV,CIVIL1  ,CBHCODE ,  ,2262 BALTIMORE AV,VACANT  ,N,1383687,424657,022400010104      ,B201610337,8,S CUMMINSVILLE-MILLVALE,180,
CONDEMNATION,0310,1250,BATES AV,ORDERS  ,CBHCODE ,  ,1250 BATES AV,VACANT  ,N,1390633,422223,018900240015      ,B201808173,1,CAMP WASHINGTON,181,
CONDEMNATION,0310,1258,BATES AV,CRIMINAL,CBHCODE ,  ,1258 BATES AV,VACANT  ,N,1390476,422216,018900240011      ,B201609094,1,CAMP WASHINGTON,182,
KEEP THE BUILDING VACANT,1240,4068,BAUMER ST,CIVIL2  ,CBHCODE ,  ,4068 BAUMER ST,VACANT  ,N,1369337,399332,015900690082      ,B201507557,49,RIVERSIDE-SAYER PARK,183,
CONDEMNATION,1230,621,BAURICHTER ST,HAZARD  ,CBHCODE ,  ,621 BAURICHTER ST,VACANT  ,N,1374608,400514,015800610102      ,B201803699,49,SEDAMSVILLE-RIVERSIDE,184,
KEEP THE BUILDING VACANT,0170,1721,BAYMILLER ST,FINLNOTC,CBHCODE ,  ,1721 BAYMILLER ST,VACANT  ,N,1392732,412830,018400020024      ,B201707425,15,WEST END,185,
HISTORIC -DANGEROUS & UNSAFE,0170,1801,BAYMILLER ST,HAZARD  ,CBHCODE ,  ,1801 BAYMILLER ST,VACANT  ,N,1392760,413045,018400030135      ,B201807601,15,WEST END,186,
KEEP THE BUILDING VACANT,0170,1801,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1801 BAYMILLER ST,VACANT  ,N,1392760,413045,018400030135      ,B201602168,15,WEST END,187,
KEEP THE BUILDING VACANT,0170,1803,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1803 BAYMILLER ST,VACANT  ,N,1392738,413061,018400030134      ,B201907899,15,WEST END,188,
KEEP THE BUILDING VACANT,0170,1807,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1807 BAYMILLER ST,VACANT  ,N,1392732,413090,018400030132      ,B201907701,15,WEST END,189,
KEEP THE BUILDING VACANT,0170,1809,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1809 BAYMILLER ST,VACANT  ,N,1392737,413103,018400030131      ,B201907698,15,WEST END,190,
HISTORIC -DANGEROUS & UNSAFE,0170,1811,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1811 BAYMILLER ST,VACANT  ,N,1392767,413111,018400030167      ,B201902545,15,WEST END,191,
KEEP THE BUILDING VACANT,0170,1813,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1813 BAYMILLER ST,VACANT  ,N,1392739,413133,018400030130      ,B201907693,15,WEST END,192,
KEEP THE BUILDING VACANT,0170,1817,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1817 BAYMILLER ST,VACANT  ,N,1392746,413168,018400030129      ,B201907449,15,WEST END,193,
KEEP THE BUILDING VACANT,0170,1819,BAYMILLER ST,ORDERS  ,CBHCODE ,  ,1819 BAYMILLER ST,VACANT  ,N,1392740,413193,018400030128      ,B201907900,15,WEST END,194,
CONDEMNATION,0170,1901,BAYMILLER ST,CRIMINAL,CBHCODE ,  ,1901 BAYMILLER ST,VACANT  ,N,1392768,413442,018400030071      ,B201003653,15,WEST END,195,
KEEP THE BUILDING VACANT,0170,1912,BAYMILLER ST,CIVIL2  ,CBHCODE ,  ,1912 BAYMILLER ST,VACANT  ,N,1392924,413555,013200020067      ,B201608511,15,WEST END,196,
HISTORIC -DANGEROUS & UNSAFE,0170,1941,BAYMILLER ST,ORDERS  ,CBHCODEC,  ,1941 BAYMILLER ST,VACANT  ,N,1392770,413919,018400030025      ,BC20170042,15,WEST END,197,
KEEP THE BUILDING VACANT,0170,2014,BAYMILLER ST,VSUSPEND,CBHCODE ,  ,2014 BAYMILLER ST,VACANT  ,N,1392947,413969,013200020006      ,B201904927,15,WEST END,198,
HISTORIC -DANGEROUS & UNSAFE,0170,2020,BAYMILLER ST,CRIMINAL,CBHCODE ,  ,2020 BAYMILLER ST,VACANT  ,N,1392953,414042,013200020003      ,B201300913,15,WEST END,199,
KEEP THE BUILDING VACANT,0170,2112,BAYMILLER ST,CIVIL1  ,CBHCODE ,  ,2112 BAYMILLER ST,VACANT  ,N,1392967,414287,009600010054      ,B201001261,15,WEST END,200,
CONDEMNATION,0810,3700,BEATRICE DR,ORDERS  ,CBHCODE ,  ,3700 BEATRICE DR,VACANT  ,N,1405851,424618,010800070009      ,B201700991,32,AVONDALE,201,
KEEP THE BUILDING VACANT,0810,3716,BEATRICE DR,ORDERS  ,CBHCODE ,  ,3716 BEATRICE DR,VACANT  ,N,1406039,424748,010800070014      ,B201904603,32,AVONDALE,202,
CONDEMNATION,0810,3716,BEATRICE DR,HAZARD  ,CBHCODE ,  ,3716 BEATRICE DR,VACANT  ,N,1406039,424748,010800070014      ,B200905420,32,AVONDALE,203,
CONDEMNATION,1120,1022,BEECH AV,PREPROS ,CBHCODE ,  ,1022 BEECH AV,VACANT  ,N,1379118,411358,017400060073      ,B201609804,46,EAST PRICE HILL,204,
KEEP THE BUILDING VACANT,1090,1302,BEECH AV,ORDERS  ,CBHCODE ,  ,1302 BEECH AV,VACANT  ,N,1379332,413618,02040A150196      ,B201705420,46,EAST PRICE HILL,205,
CONDEMNATION,1090,1332,BEECH AV,HAZARD  ,CBHCODE ,  ,1332 BEECH AV,VACANT  ,N,1379377,414022,020400160031      ,B201609785,46,EAST PRICE HILL,206,
CONDEMNATION,1040,2445,BEEKMAN ST,HAZARD  ,CBHCODE ,  ,2445 BEEKMAN ST,VACANT  ,N,1388589,417665,020200320154      ,B201801823,44,N FAIRMONT-ENGLISH WOODS,207,
KEEP THE BUILDING VACANT,1040,2531,BEEKMAN ST,PETITION,CBHCODE ,  ,2531 BEEKMAN ST,VACANT  ,N,1388408,418435,020200320010      ,B201808057,3,N FAIRMONT-ENGLISH WOODS,208,
CONDEMNATION,1040,2548,BEEKMAN ST,CIVIL1  ,CBHCODE ,  ,2548 BEEKMAN ST,VACANT  ,N,1388364,418734,020200330042      ,B201807424,3,N FAIRMONT-ENGLISH WOODS,209,
KEEP THE BUILDING VACANT,1040,2600,BEEKMAN ST,CIVIL1  ,CBHCODE ,  ,2600 BEEKMAN ST,VACANT  ,N,1388205,419031,020200330051      ,B201803489,3,N FAIRMONT-ENGLISH WOODS,210,
CONDEMNATION,1040,2640,BEEKMAN ST,HAZARD  ,CBHCODE ,  ,2640 BEEKMAN ST,VACANT  ,N,1388020,419452,020200330065      ,B201706949,3,N FAIRMONT-ENGLISH WOODS,211,
KEEP THE BUILDING VACANT,1040,2643,BEEKMAN ST,CIVIL2  ,CBHCODE ,  ,2643 BEEKMAN ST,VACANT  ,N,1387829,419409,020200330087      ,B201507463,3,N FAIRMONT-ENGLISH WOODS,212,
CONDEMNATION,1040,2650,BEEKMAN ST,HAZARD  ,CBHCODE ,  ,2650 BEEKMAN ST,VACANT  ,N,1387955,419560,020200330069      ,B201705253,3,N FAIRMONT-ENGLISH WOODS,213,
CONDEMNATION,0920,3025,BEEKMAN ST,HAZARD  ,CBHCODE ,  ,3025 BEEKMAN ST,VACANT  ,N,1387369,421263,020100380091      ,B201603825,4,S CUMMINSVILLE-MILLVALE,214,
CONDEMNATION,0920,3082,BEEKMAN ST,HAZARD  ,CBHCODE ,  ,3082 BEEKMAN ST,VACANT  ,N,1387416,422324,020100420007      ,B200901272,4,S CUMMINSVILLE-MILLVALE,215,
CONDEMNATION,0920,3140,BEEKMAN ST,FINLNOTC,CBHCODEC,  ,3140 BEEKMAN ST,VACANT  ,N,1387127,422657,020100420017      ,BC20140515,4,S CUMMINSVILLE-MILLVALE,216,
CONDEMNATION,0920,3409,BEEKMAN ST,HAZARD  ,CBHCODEC,  ,3409 BEEKMAN ST,VACANT  ,N,1386804,425404,019200670042      ,BC20160611,7,S CUMMINSVILLE-MILLVALE,217,
KEEP THE BUILDING VACANT,0920,3740,BEEKMAN ST,FINLNOTC,CBHCODE ,  ,3740 BEEKMAN ST,VACANT  ,N,1387196,427285,019400080043      ,B201705194,7,S CUMMINSVILLE-MILLVALE,218,
KEEP THE BUILDING VACANT,0910,1418,BERCLIFF AV,ORDERS  ,CBHCODE ,  ,1418 BERCLIFF AV,VACANT  ,N,1391922,431870,022100210069      ,B201907308,2,NORTHSIDE,219,
KEEP THE BUILDING VACANT,0880,680,BERKSHIRE LN,CRIMINAL,CBHCODE ,  ,680 BERKSHIRE LN,VACANT  ,N,1392506,424005,021500690067      ,B200903719,18,CLIFTON,220,
KEEP THE BUILDING VACANT,0540,5923,BERTE ST,PREPROS ,CBHCODE ,  ,5923 BERTE ST,VACANT  ,N,1421004,393013,000800010081      ,B201906086,38,CALIFORNIA,221,
CONDEMNATION,0650,3259,BERWYN PL,CIVIL1  ,CBHCODE ,  ,3259 BERWYN PL,VACANT  ,N,1423071,425297,005000050106      ,B201503068,51,OAKLEY,222,
KEEP THE BUILDING VACANT,0490,3438,BEVIS AV,ORDERS  ,CBHCODE ,  ,3438 BEVIS AV,VACANT  ,N,1411124,421213,005700050124      ,B201904675,11,EVANSTON,223,
KEEP THE BUILDING VACANT,0490,3550,BEVIS AV,ORDERS  ,CBHCODE ,  ,3550 BEVIS AV,VACANT  ,N,1411284,422545,005700030038      ,B201907988,11,EVANSTON,224,
KEEP THE BUILDING VACANT,0490,3550,BEVIS AV,ORDERS  ,CBHCODE ,  ,3550 BEVIS AV,VACANT  ,N,1411284,422545,005700030038      ,B201700826,11,EVANSTON,225,
KEEP THE BUILDING VACANT,0490,3554,BEVIS AV,CIVIL1  ,CBHCODE ,  ,3554 BEVIS AV,VACANT  ,N,1411287,422579,005700030037      ,B201609970,11,EVANSTON,226,
CONDEMNATION,0490,3634,BEVIS AV,ORDERS  ,CBHCODE ,  ,3634 BEVIS AV,VACANT  ,N,1411363,423309,005700030004      ,B201902548,11,EVANSTON,227,
KEEP THE BUILDING VACANT,0200,1928,BIGELOW ST,VSUSPEND,CBHCODE ,  ,1928 BIGELOW ST,VACANT  ,N,1398825,413140,008700040234      ,B201502076,24,MT AUBURN,228,
CONDEMNATION,1040,2438,BLAINE RD,CIVIL1  ,CBHCODE ,  ,2438 BLAINE RD,VACANT  ,N,1386096,417991,020300300180      ,B201900164,44,N FAIRMONT-ENGLISH WOODS,229,
KEEP THE BUILDING VACANT,0820,589,BLAIR AV,ORDERS  ,CBHCODE ,  ,589 BLAIR AV,VACANT  ,N,1403010,421775,010600030118      ,B201808005,31,AVONDALE,230,
CONDEMNATION,0820,832,BLAIR AV,VSUSPEND,CBHCODE ,  ,832 BLAIR AV,VACANT  ,N,1403773,421938,010700100096      ,B201301920,31,AVONDALE,231,
KEEP THE BUILDING VACANT,0820,836,BLAIR AV,CIVIL1  ,CBHCODE ,  ,836 BLAIR AV,VACANT  ,N,1403825,421913,010700100099      ,B201401353,31,AVONDALE,232,
CONDEMNATION,0820,845,BLAIR AV,ORDERS  ,CBHCODE ,  ,845 BLAIR AV,VACANT  ,N,1403902,421734,010500030023      ,B201806045,31,AVONDALE,233,
CONDEMNATION,0820,854,BLAIR AV,HAZARD  ,CBHCODE ,  ,854 BLAIR AV,VACANT  ,N,1404035,421896,010700100104      ,B201602601,31,AVONDALE,234,
KEEP THE BUILDING VACANT,0820,875,BLAIR AV,ORDERS  ,CBHCODE ,  ,875 BLAIR AV,VACANT  ,N,1404179,421715,010500030068      ,B201906383,31,AVONDALE,235,
KEEP THE BUILDING VACANT,0820,885,BLAIR AV,ORDERS  ,CBHCODE ,  ,885 BLAIR AV,VACANT  ,N,1404436,421688,006000030001      ,B201805627,31,AVONDALE,236,
KEEP THE BUILDING VACANT,0470,1522,BLAIR AV,ORDERS  ,CBHCODE ,  ,1522 BLAIR AV,VACANT  ,N,1407625,421504,005800020139      ,B201902741,11,EVANSTON,237,
CONDEMNATION,0470,1533,BLAIR AV,PETITION,CBHCODE ,  ,1533 BLAIR AV,VACANT  ,N,1407688,421306,005400060115      ,B201506375,11,EVANSTON,238,
CONDEMNATION,1090,1234,BLANCHARD AV,CIVIL1  ,CBHCODE ,  ,1234 BLANCHARD AV,VACANT  ,N,1382458,412727,017300020054      ,B201406415,9,EAST PRICE HILL,239,
CONDEMNATION,1050,2441,BLOOM ST,FINLNOTC,CBHCODE ,  ,2441 BLOOM ST,VACANT  ,N,1388274,417616,020200320111      ,B201904036,44,S FAIRMOUNT,240,
KEEP THE BUILDING VACANT ,0930,1734,BLUE ROCK ST,ORDERS  ,CBHCODEC,  ,1734 BLUE ROCK ST,VACANT  ,N,1388534,429622,019500280207      ,BC20170414,2,NORTHSIDE,241,
KEEP THE BUILDING VACANT,0200,561,BOAL ST,CIVIL1  ,CBHCODE ,  ,561 BOAL ST,VACANT  ,N,1399855,411846,008600010331      ,B201807589,24,MT AUBURN,242,
KEEP THE BUILDING VACANT,0830,3593,BOGART AV,CRIMINAL,CBHCODE ,  ,3593 BOGART AV,VACANT  ,N,1403555,424313,011200060012      ,B201602278,31,AVONDALE,243,
KEEP THE BUILDING VACANT,0480,3331,BONAPARTE AV,ORDERS  ,CBHCODE ,  ,3331 BONAPARTE AV,VACANT  ,N,1410160,420625,005400040101      ,B201905553,11,EVANSTON,244,
CONDEMNATION,0470,3346,BONAPARTE AV,HAZARD  ,CBHCODE ,  ,3346 BONAPARTE AV,VACANT  ,N,1410338,420803,005400040115      ,B201704587,11,EVANSTON,245,
CONDEMNATION,0480,3347,BONAPARTE AV,HAZARD  ,CBHCODE ,  ,3347 BONAPARTE AV,VACANT  ,N,1410177,420783,005400040097      ,B201401383,11,EVANSTON,246,
KEEP THE BUILDING VACANT,0470,3348,BONAPARTE AV,CRIMPREP,CBHCODE ,  ,3348 BONAPARTE AV,VACANT  ,N,1410354,420847,005400040114      ,B201906004,11,EVANSTON,247,
CONDEMNATION,0230,2307,BOONE ST,CIVIL1  ,CBHCODE ,  ,2307 BOONE ST,VACANT  ,N,1402090,415218,006800020030      ,B201900260,29,WALNUT HILLS,248,
CONDEMNATION,0920,3634,BORDEN ST,ORDERS  ,CBHCODE ,  ,3634 BORDEN ST,VACANT  ,N,1387660,426417,019300040082      ,B201905771,7,S CUMMINSVILLE-MILLVALE,249,
KEEP THE BUILDING VACANT,0920,3755,BORDEN ST,ORDERS  ,CBHCODE ,  ,3755 BORDEN ST,VACANT  ,N,1387620,427354,019400070127      ,B201904596,7,S CUMMINSVILLE-MILLVALE,250,
CONDEMNATION,1100,1428,BOWMAN AV,CIVIL1  ,CBHCODE ,  ,1428 BOWMAN AV,VACANT  ,N,1386607,412034,017200160144      ,B201604112,48,EAST PRICE HILL,251,
CONDEMNATION,1190,3038,BRACKEN WOODS LN,FINLNOTC,CBHCODE ,  ,3038 BRACKEN WOODS LN,VACANT  ,N,1377861,423041,02070B540011      ,B201904099,45,WESTWOOD,252,
HISTORIC -DANGEROUS & UNSAFE,0470,1536,BREWSTER AV,ORDERS  ,CBHCODEC,  ,1536 BREWSTER AV,VACANT  ,N,1408010,423005,005900020093      ,BC20180694,11,EVANSTON,253,
KEEP THE BUILDING VACANT,0470,1740,BREWSTER AV,ORDERS  ,CBHCODEC,  ,1740 BREWSTER AV,VACANT  ,N,1409952,422690,005800040044      ,BC20170272,11,EVANSTON,254,
CONDEMNATION,0470,1756,BREWSTER AV,ORDERS  ,CBHCODE ,  ,1756 BREWSTER AV,VACANT  ,N,1410132,422716,005800040047      ,B201907217,11,EVANSTON,255,
CONDEMNATION,0470,1826,BREWSTER AV,CIVIL2  ,CBHCODE ,  ,1826 BREWSTER AV,VACANT  ,N,1410523,422673,005800040055      ,B201604474,11,EVANSTON,256,
CONDEMNATION,1040,1921,BRINKMEIER AV,ORDERS  ,CBHCODE ,  ,1921 BRINKMEIER AV,VACANT  ,N,1383835,421063,020600030024      ,B201906260,3,N FAIRMONT-ENGLISH WOODS,257,
KEEP THE BUILDING VACANT,0450,1391,BURDETTE AV,ORDERS  ,CBHCODE ,  ,1391 BURDETTE AV,VACANT  ,N,1407219,416869,006200010008      ,B201802720,12,WALNUT HILLS,258,
KEEP THE BUILDING VACANT,0510,1533,BURDETTE CT,VSUSPEND,CBHCODE ,  ,1533 BURDETTE CT,VACANT  ,N,1407643,416795,006200030136      ,B201900211,12,EAST WALNUT HILLS,259,
CONDEMNATION,0310,2946,BURLINGTON PL,ORDERS  ,CBHCODE ,  ,2946 BURLINGTON PL,VACANT  ,N,1390423,420329,018800130050      ,B201905846,1,CAMP WASHINGTON,260,
CONDEMNATION,0240,2041,BURNET AV,CIVIL2  ,CBHCODE ,  ,2041 BURNET AV,VACANT  ,N,1400254,413895,008700060070      ,B201902566,24,MT AUBURN,261,
KEEP THE BUILDING VACANT,0240,2041,BURNET AV,DUPLICAT,CBHCODE ,  ,2041 BURNET AV,VACANT  ,N,1400254,413895,008700060070      ,B201806713,24,MT AUBURN,262,
KEEP THE BUILDING VACANT,0240,2111,BURNET AV,CIVIL1  ,CBHCODE ,  ,2111 BURNET AV,VACANT  ,N,1400272,414067,008700060074      ,B201807876,24,MT AUBURN,263,
CONDEMNATION,0240,2323,BURNET AV,ORDERS  ,CBHCODE ,  ,2323 BURNET AV,VACANT  ,N,1400418,415519,008900020025      ,B201906361,24,MT AUBURN,264,
KEEP THE BUILDING VACANT,0240,2323,BURNET AV,HAZARD  ,CBHCODE ,  ,2323 BURNET AV,VACANT  ,N,1400418,415519,008900020025      ,B201402703,24,MT AUBURN,265,
KEEP THE BUILDING VACANT,0420,3002,BURNET AV,CIVIL2  ,CBHCODE ,  ,3002 BURNET AV,VACANT  ,N,1401014,419172,009100010019      ,B201103199,31,AVONDALE,266,
